,input_user_id,user_id,user_name,score,review_count
9,0BBUmH7Krcax1RZgbH4fSA,m7z-tX6XDZ27xGhGjnI21w,Tiff,0.9710954990120213,530
7,0BBUmH7Krcax1RZgbH4fSA,M0gQMmqoiAShfH5xGy6iMg,K,0.9778390893735149,42
3,0BBUmH7Krcax1RZgbH4fSA,s5hemOR2IxcW-0MYA6hGug,Tara,0.9660940382331022,216
5,0BBUmH7Krcax1RZgbH4fSA,LQG9wFTmscbAATp8QWj1hg,Kathy,0.9645468610025897,501
6,0BBUmH7Krcax1RZgbH4fSA,3bYOd7YiqJa88JDekcAzMA,Jay,0.9640158096676272,26
8,0G-QF457q_0Z_jKqh6xWiA,U28XN1IGtjsQL2DUxr7FKg,Be,0.9481618740970997,277
6,0G-QF457q_0Z_jKqh6xWiA,JUT0U3HTSB3kz9Wh7N0GqA,Corey,0.9367854515028577,875
7,0G-QF457q_0Z_jKqh6xWiA,-pXs08gJq9ExIk275YLvPg,Jimi,0.9368255541093866,392
5,0G-QF457q_0Z_jKqh6xWiA,CkqmyV3UWUd70oM3F-PahQ,Alex,0.9371919983438107,532
3,0G-QF457q_0Z_jKqh6xWiA,x4TwK62HyLeO56zGsSN0yw,Lauren,0.938289399698416,107
9,0G-QF457q_0Z_jKqh6xWiA,YHWsLBS8jzZiPjKHMFOaAA,TOFoodReviews,0.9441248018058659,106
1,0G-QF457q_0Z_jKqh6xWiA,3AnDcFjReLZMQrbUZeN6Gg,Tatiana,0.9379692000700496,8
0,0G-QF457q_0Z_jKqh6xWiA,gw89Q2UcKQxQNSDJeMWn-Q,Wendy,0.9479896361386557,88
2,0G-QF457q_0Z_jKqh6xWiA,y0ZU1w6YY4W-KtMeRXSYLg,Kim,0.9482213521054839,231
4,0G-QF457q_0Z_jKqh6xWiA,MkFySOILZ4yhADa-0tZWZw,Sara K.,0.9421705739177714,249
9,0G-bcpdR48tfZy6koGUiTQ,RLQuRJA8J35Rq0pRek1cEg,Andrew,0.8297432723782343,32
7,0G-bcpdR48tfZy6koGUiTQ,gRCt__GD6Lnm7yXrC_mFww,Felicia,0.830053828736743,11
3,0G-bcpdR48tfZy6koGUiTQ,iDp2XTfPczCcZu6UGKz6FA,Mike,0.8339136773035281,6
2,0G-bcpdR48tfZy6koGUiTQ,yxHXDnNMcBK8mS4Hyo8BOw,Chris,0.8369531073476705,53
6,0G-bcpdR48tfZy6koGUiTQ,HBGPBZoQ3rS-mUUWaW6Ruw,Keilon,0.8329541692033777,237
1,0G-bcpdR48tfZy6koGUiTQ,WBazZMcBEsOT9o7-IXWuUw,Kaye,0.836606341155076,22
4,0G-bcpdR48tfZy6koGUiTQ,AnYuEz1BGwCr8eRHI5O9Pw,H,0.8514192622795016,115
0,0G-bcpdR48tfZy6koGUiTQ,JW487hqPl7Z2R8C9_welYA,Jackie,0.8293678721238946,39
8,0G-bcpdR48tfZy6koGUiTQ,bORu7lCOUdidWpvmjA3cmA,Danette,0.8320433781331247,18
5,0G-bcpdR48tfZy6koGUiTQ,3A6wk0XhuzQ71PsCy7jwbg,Abe,0.8312691207333704,87
7,0Igx-a1wAstiBDerGxXk2A,J76FnutwAI2PkkB4A-LNwg,Lilliane,0.9437976589439697,176
0,0Igx-a1wAstiBDerGxXk2A,xGRYUU-o_xJXjfOdVX_pNQ,Josefa,0.9411270527132309,64
3,0Igx-a1wAstiBDerGxXk2A,Yl7OYdHuYmr7K-IW9_ayng,Alana,0.9422541886165356,304
4,0Igx-a1wAstiBDerGxXk2A,31g2g1CcwnAa-84pPQowlw,Zarene,0.940129158882821,102
1,0Igx-a1wAstiBDerGxXk2A,lGefVysUn_tTdOWLAWHOPg,Xania,0.9393346770088845,32
6,0Igx-a1wAstiBDerGxXk2A,--Qh8yKWAvIP4V4K8ZPfHA,Dixie,0.9454731115894458,516
5,0Igx-a1wAstiBDerGxXk2A,3TO57GGnBVoW7vfsWQCoBg,Danielle,0.9479458815174873,100
9,0Igx-a1wAstiBDerGxXk2A,7hAhYoMPjHnxKCz6MQ95Bg,Jannies,0.9414369395308398,407
2,0Igx-a1wAstiBDerGxXk2A,ahXJ4DktihtIc7emzuyK7g,Andre ,0.9404107069834287,135
8,0Igx-a1wAstiBDerGxXk2A,5gYF8vCPu6bs7kJ4dIB-9A,Shiona,0.9477682905826978,131
2,0XOVMcvzlfKRPqjbmCN5pQ,T9ciZ2QdqrfpCYzN5rcwyQ,Jesse,0.8315117614440384,4
3,0XOVMcvzlfKRPqjbmCN5pQ,Evwyju6IqopvnwupZXetaA,David,0.829350768076236,4
8,0XOVMcvzlfKRPqjbmCN5pQ,zTxKYpDwHuB8TjBOfrCyoQ,Joe,0.8300080632476022,360
1,0XOVMcvzlfKRPqjbmCN5pQ,MeM4hIOFTU5S32U2gQeIkg,William,0.8292948693756788,13
9,0XOVMcvzlfKRPqjbmCN5pQ,6WUqkTDpRGgjzjj3MAgMfg,Victoria,0.8303294991657777,119
6,0XOVMcvzlfKRPqjbmCN5pQ,_vvfn7829XzLc8_l9ne2HA,Francesca,0.825042888917643,563
0,0XOVMcvzlfKRPqjbmCN5pQ,Ec80MhfFrAQgVqHeDnHZFA,Travelin-,0.8512246985108874,175
7,0XOVMcvzlfKRPqjbmCN5pQ,2X2q5f3lWH6W4aMq-lgMlA,Mike,0.85914055370558,10
5,0XOVMcvzlfKRPqjbmCN5pQ,RljLe8wxKRC0jj1DbdP_Qw,Tom,0.8251356947261625,361
4,0XOVMcvzlfKRPqjbmCN5pQ,ox2FFfLisoKs4SzYLUtumg,Michael,0.8355932181600646,14
5,1O638BDK_fWuxgTVJwff-A,pJYRi9MB06aiuL-w8Ms-Og,Tony,0.9095094047513602,432
1,1O638BDK_fWuxgTVJwff-A,Z0tfTjRUzW_3FzFwIAw8Lg,Peter,0.9112687428126588,14
9,1O638BDK_fWuxgTVJwff-A,D4m0bLTkwZA3NpEjFhqULg,Kate,0.9134779461404037,73
8,1O638BDK_fWuxgTVJwff-A,QxBIfPH-0JoOPpBKVQg8Bw,Chantel,0.9099085786557973,118
3,1O638BDK_fWuxgTVJwff-A,lRxnzUYrSFH0-u_dx4L_pQ,Ryan,0.9051672996631026,5
7,1O638BDK_fWuxgTVJwff-A,x0fzrkH2FFo0Qjz8yjkk_A,Marc,0.921698145586114,150
6,1O638BDK_fWuxgTVJwff-A,lbOMcwVrr8xMlCcENw2FKw,Erica,0.913484645420684,108
0,1O638BDK_fWuxgTVJwff-A,MiIhPqbV11A_rmDfCjVL9w,Steven,0.9105124834184168,405
4,1O638BDK_fWuxgTVJwff-A,20D8uXLZxn9yeLp4VA01kw,Ricky,0.912529666492343,19
2,1O638BDK_fWuxgTVJwff-A,zPadAb9MnwcSHiwcUtAlIg,Sanger,0.9068228932940138,88
4,260Bnkywn4HkhU70neQXuA,pU6GoRTcl1rIOi6zMynjog,Javier,0.7829508834841568,427
0,260Bnkywn4HkhU70neQXuA,3vo-K_0Y9BZXZpBEvsKkbA,Ted,0.7829546027423925,12
7,260Bnkywn4HkhU70neQXuA,7NCdeZoIn0wya4OZgRloIA,Jen,0.7810710913308688,12
6,260Bnkywn4HkhU70neQXuA,ptojgtC68cA31QgNkuRSKg,Karl,0.7772452211238721,68
2,260Bnkywn4HkhU70neQXuA,sYl1niCXXzFbyI4UPouM3w,Dan,0.7969327953319092,42
9,260Bnkywn4HkhU70neQXuA,WeVkkF5L39888IPPlRhNpg,Kris,0.7922137141945392,1207
5,260Bnkywn4HkhU70neQXuA,y8NVCufGa0ZqpDV2wCbZQg,Daphne,0.7780896378915629,40
8,260Bnkywn4HkhU70neQXuA,D4SmMT5FQhYSbiZKZHIMvw,Sean,0.801123621891497,1
1,260Bnkywn4HkhU70neQXuA,k8cve4oZokOZd6L1jAvQXg,S,0.7808670115418737,11
3,260Bnkywn4HkhU70neQXuA,Q8CLfv38ArMpPvv-8Wi-gQ,Michael,0.7934919015680981,50
5,2HchhLgGj16aITZGVy0hqA,jkVaPj3MIS69-OcfX0c_CQ,Sharon,0.921960756659631,48
1,2HchhLgGj16aITZGVy0hqA,6btMczuTVuoJnmarbkWP_A,Lo,0.9271260416392245,279
6,2HchhLgGj16aITZGVy0hqA,uqP9qCcV1Wi4B1qnj1N90Q,Sandy,0.9140782292531154,15
3,2HchhLgGj16aITZGVy0hqA,psysxU6Vltdv5kbyLzshPQ,Lisa,0.9218442895131433,24
2,2HchhLgGj16aITZGVy0hqA,f_-0PP72bmHQBIMj3K7Dgg,Janny,0.9246969821521009,98
9,2HchhLgGj16aITZGVy0hqA,58bP4xyMegoNBfoTDU4iCw,Johnny,0.9208811883028241,31
7,2HchhLgGj16aITZGVy0hqA,HyXK2GNR9i4SWpLQGOqQYQ,Lynn,0.9179427219179097,1044
8,2HchhLgGj16aITZGVy0hqA,dPE27eCQUt1MMh45joCDCw,Theresa,0.9125428930793061,94
0,2HchhLgGj16aITZGVy0hqA,39VYc2nWSdvdTCldsDJ7qw,Ashna,0.9156677865698383,84
4,2HchhLgGj16aITZGVy0hqA,mwi6OSsC4fdTc7E-LHc0SQ,Carmen,0.9209974842446925,120
2,3KK7L2Q6NMfJA1Ky4Ntmdg,awArXwJG6ZQyy22SqGE0jA,Eric,0.7891738864299274,11
0,3KK7L2Q6NMfJA1Ky4Ntmdg,k5Wc6vN_VWn6V-Piy2EV4g,Marlena,0.7822398298975575,12
8,3KK7L2Q6NMfJA1Ky4Ntmdg,xDgiyXqQHO4ktmHmPvB-AA,Lara,0.7827129823394572,10
9,3KK7L2Q6NMfJA1Ky4Ntmdg,ZN43DaDfoIssCp8bicsZ4A,Trasie,0.782111596092407,14
6,3KK7L2Q6NMfJA1Ky4Ntmdg,xyuB5DY3rfWGPRKs5b5ZEQ,Sandy,0.790994696014446,52
3,3KK7L2Q6NMfJA1Ky4Ntmdg,1MyJbzMkQHbSNubOEOpmnA,Salah,0.7824435518959336,2
4,3KK7L2Q6NMfJA1Ky4Ntmdg,FpD9SkHT4LZONgQj2YvZaw,soraya,0.7865518050192467,15
7,3KK7L2Q6NMfJA1Ky4Ntmdg,l71x9ld8K1o4kMDd2A_YLQ,Ally,0.7827462379584749,7
1,3KK7L2Q6NMfJA1Ky4Ntmdg,jou3w7Av6jJeVsaxfToC_Q,Paola,0.7891129426496944,25
5,3KK7L2Q6NMfJA1Ky4Ntmdg,5Eb-UX2OMpo8GmV4KH0etA,Carrie,0.796501647660247,427
7,3UIa8YVjETNwJwnOl4SEdg,joS_Y4ekaiSyn8Ak4T8I9A,Jocelyn,0.8103153973787875,16
2,3UIa8YVjETNwJwnOl4SEdg,s7YxO_TG72gdUGiIkJ6RZw,Isabelle,0.800944939730079,1
5,3UIa8YVjETNwJwnOl4SEdg,22ITtShcXEQcR1M5Sb08pg,Ross,0.8140363408069253,33
9,3UIa8YVjETNwJwnOl4SEdg,sA9qPmd6PvhBO9EMPdmpzw,J,0.8108614873678696,58
3,3UIa8YVjETNwJwnOl4SEdg,TVxcaqtKKsjqZMUgcMvZXw,Chasel,0.8187950236382583,22
4,3UIa8YVjETNwJwnOl4SEdg,OyV5WkaqoQH4fdQ7rTzALw,Amabel,0.8119472404936188,111
6,3UIa8YVjETNwJwnOl4SEdg,CAh-DKtWlA6gWSLKmIr8CQ,Shoshana,0.7954324040316249,16
1,3UIa8YVjETNwJwnOl4SEdg,plsagxWu1g_Q_nx52s31ww,Anthony,0.8313966287933063,13
8,3UIa8YVjETNwJwnOl4SEdg,1ickSuyOWWKWdQpauKmkEw,Tomoko,0.8122498986674697,173
0,3UIa8YVjETNwJwnOl4SEdg,_ckXmkhVqNjF9cuI3H3cjQ,Barbara,0.7945413727012169,29
2,3lUkFxUQKeMUYH7-z_kmjg,3TO57GGnBVoW7vfsWQCoBg,Danielle,0.9263523509651023,100
3,3lUkFxUQKeMUYH7-z_kmjg,hYnq9-wO-RzmiTTGMCNJgA,Stephanie,0.9201084774055183,290
4,3lUkFxUQKeMUYH7-z_kmjg,WeVkkF5L39888IPPlRhNpg,Kris,0.9285357786953427,1207
1,3lUkFxUQKeMUYH7-z_kmjg,hhqs5FfHW-RUsOFCJbKBPg,Jason,0.9245238187138899,119
6,3lUkFxUQKeMUYH7-z_kmjg,PvczE674Cmq51DxwKPMGyg,Matt,0.915743370961584,22
9,3lUkFxUQKeMUYH7-z_kmjg,Gaj5UjugtJL2aCWO6wmY1Q,Tammy,0.9211917921738321,134
8,3lUkFxUQKeMUYH7-z_kmjg,F54mSpDDjxr05Cb66cAKxw,John,0.9191131491951428,56
7,3lUkFxUQKeMUYH7-z_kmjg,QhNEO5iIzmQ5kWrRpbay0A,Emma,0.9169975754118369,66
5,3lUkFxUQKeMUYH7-z_kmjg,RBY6Cs2sYd_VqJPdu6joOw,John,0.9146751270551418,83
0,3lUkFxUQKeMUYH7-z_kmjg,AzeqXBJLTPoLP0Rt7GGDfQ,Alex,0.9199361406820443,59
7,41kMyI1BfOTyIIAenUSaTQ,kilYR6-636Evw11BOkxpQQ,Jeremiah,0.9388569635632806,55
9,41kMyI1BfOTyIIAenUSaTQ,P7EV3yrn1PLHDBX6rF6qIg,Reynold,0.9345865202808729,176
8,41kMyI1BfOTyIIAenUSaTQ,EPiSVJVmI2PpG08MIBXO2g,Lynn,0.9275710307200651,118
3,41kMyI1BfOTyIIAenUSaTQ,VQenIJ5AzqURtDSUYv76rg,Joanna,0.9268290171804948,67
6,41kMyI1BfOTyIIAenUSaTQ,UgWvxLS9xFvOxLILqxez2Q,Johnny,0.9277217875943694,340
1,41kMyI1BfOTyIIAenUSaTQ,FmfXYGze3qpuSU-wj4rK5w,Dave,0.9305786974117038,50
4,41kMyI1BfOTyIIAenUSaTQ,DNlzbI54zCOa4to-vTWBJQ,Karen,0.9286298614066844,395
5,41kMyI1BfOTyIIAenUSaTQ,eeBt7Uo5FOXwvaLIeW3fGA,Tina,0.940621172946613,182
2,41kMyI1BfOTyIIAenUSaTQ,ZhfC1izXG4YY7gkqyAzGOg,Jess,0.9295682578566373,58
0,41kMyI1BfOTyIIAenUSaTQ,Jx3dP4kkKonDSrWCRH_oMw,Laura,0.9322764344338312,83
5,4ZfcCa4m5RWvO4EFzfYm1A,icDRgopfmkx_7S1wLeUNnw,Dalya,0.7852811480428299,4
1,4ZfcCa4m5RWvO4EFzfYm1A,o45MDL5t_2lf22FTcQhfiw,Big Ass Kid,0.8155928978745626,46
6,4ZfcCa4m5RWvO4EFzfYm1A,Q9IoS-BktXR5pgOo2RbnWQ,Anon Toronto,0.8342951884947221,5
8,4ZfcCa4m5RWvO4EFzfYm1A,Xl4n-L8dl29qd2hMZc9SSA,Jameson,0.8217108366231713,1
2,4ZfcCa4m5RWvO4EFzfYm1A,jy8xB1Q1J9r19Ji_NZozRQ,Ian,0.7863571199276048,1
4,4ZfcCa4m5RWvO4EFzfYm1A,l7Ee9DrRvqRkCmAAankXfg,jjane,0.8091878022604385,2
0,4ZfcCa4m5RWvO4EFzfYm1A,6PVQb_65XZTgjEIxky48-A,Danielle,0.7920809611489028,5
7,4ZfcCa4m5RWvO4EFzfYm1A,lWmShlvkdYOYIGMYTZxdnw,Jannis,0.7928770937570913,8
9,4ZfcCa4m5RWvO4EFzfYm1A,GE3vE1qNjqWB7ZOOgK-vtg,Bruce,0.7911186999039443,15
3,4ZfcCa4m5RWvO4EFzfYm1A,tELf1g32VzD0nP1aoXMkfA,Frank,0.7990773938042424,1
0,4m9NXICYBC5i9t4aTt-I6w,dcgzh-3j42cgvGVtGCiW9g,Christine,0.8380724738213454,23
6,4m9NXICYBC5i9t4aTt-I6w,zzltQbbtriSWWdNINMzJUw,Emily,0.828530288673738,6
5,4m9NXICYBC5i9t4aTt-I6w,3qMhQvolk5a90UvLO8q12g,Baruch,0.8251396019653747,3
4,4m9NXICYBC5i9t4aTt-I6w,ToxCRiiL2hkDjx23cjNKFQ,Ralph,0.8418160646772618,37
8,4m9NXICYBC5i9t4aTt-I6w,vIDdMEEF8PrDOfFxLPfqmw,Cindy,0.8300919043078514,8
3,4m9NXICYBC5i9t4aTt-I6w,CcXrlvlLEmcwO8PIovRa9A,Alice,0.8243349368819458,6
7,4m9NXICYBC5i9t4aTt-I6w,6-NS9Ackn2IZdsA--msgqg,m,0.8296530864722035,15
9,4m9NXICYBC5i9t4aTt-I6w,qt1b6zXExL-uoJGRRouQYw,Tanya,0.826596011292042,396
1,4m9NXICYBC5i9t4aTt-I6w,DpAyG5XK7GgVrP7GvByPUA,Elisabeth,0.8401813932797393,16
2,4m9NXICYBC5i9t4aTt-I6w,2x4SFLumawQPPzYcx6v_7Q,Ebonie,0.8474810708478875,203
1,4wp4XI9AxKNqJima-xahlg,656Y-LLKJMBNUBkuRB4SyQ,Katrina,0.8925537640749737,120
8,4wp4XI9AxKNqJima-xahlg,Ww9IvgIEWvLhx5BtJkDtmA,Andrea,0.9004859357347834,592
2,4wp4XI9AxKNqJima-xahlg,tghiPf_pJOuAY3oCCtUgGQ,Christina,0.8909486627140886,52
3,4wp4XI9AxKNqJima-xahlg,hJLH7WXjibnZzqq5HUIKxw,Samantha,0.887311271007529,20
9,4wp4XI9AxKNqJima-xahlg,P-qkBhjs4mkSE5JC-wTwOA,PB,0.8864279099323426,281
7,4wp4XI9AxKNqJima-xahlg,mZ1gXzL6Tn5Oky8_j0Kp7g,Barbara,0.8899336659153959,143
6,4wp4XI9AxKNqJima-xahlg,4d681x3sCw1Q9ySTyTYXlw,Hilary,0.9179539590818158,252
0,4wp4XI9AxKNqJima-xahlg,gV9Y1fHKqnMRExRErIvFag,Eric,0.8977005414253415,163
5,4wp4XI9AxKNqJima-xahlg,xyj9Y4IkqzPYxtJHVemXfw,Ryan,0.8974535197670203,18
4,4wp4XI9AxKNqJima-xahlg,I46l0Odmu7tsUpem_mBpBg,Audrey,0.8874770883954565,12
9,50wPDE_Gk936RYV7i4FJhw,B_4OUzr0q1jpOsgi1Wh9vA,Dimple,0.8838435730491716,14
5,50wPDE_Gk936RYV7i4FJhw,4sGwJy5Oplz8QXLgD8dr2w,Bruce,0.8773037052781546,118
6,50wPDE_Gk936RYV7i4FJhw,QqyCNJqxE2cXXEmvcRQsBQ,Stephen,0.8760435648857613,18
4,50wPDE_Gk936RYV7i4FJhw,bbK1mL-AyYCHZncDQ_4RgA,Hana,0.8811815474864109,93
0,50wPDE_Gk936RYV7i4FJhw,F2UTRBYa04VKXxAAREgu_g,Nicole,0.8863741917385193,46
7,50wPDE_Gk936RYV7i4FJhw,_1UbhUyIKUxBV3pKwPCB9Q,Idan,0.884131497979535,205
8,50wPDE_Gk936RYV7i4FJhw,srAGBSRTAlIBYdxzk7_2BQ,Luke,0.8994824608850704,38
3,50wPDE_Gk936RYV7i4FJhw,j6Kv_wLQzZMWobLIyijX3A,John,0.898178109236279,797
2,50wPDE_Gk936RYV7i4FJhw,bPQMtrXUy8dMCJu6SHxxaA,Terry,0.8840910376543804,178
1,50wPDE_Gk936RYV7i4FJhw,Xoqo8B_5bZ_JvmSXt644Uw,Ellie,0.8822582017707669,86
9,58yXn5Y4409kc9q88YwU6w,yzwOcVyWuXQpmDlPXWw0Mw,Catherine,0.8366860343113519,219
3,58yXn5Y4409kc9q88YwU6w,Uhu7PPm2FTwDeUDtFto5Pw,Steve,0.8242375516292648,23
5,58yXn5Y4409kc9q88YwU6w,9GU6jb_nmq-cUcpqbfk_Fw,Teresa,0.8179772144307753,89
4,58yXn5Y4409kc9q88YwU6w,Wu0yySWcHQ5tZ_59HNiamg,WaYnE,0.8244314657655464,1083
7,58yXn5Y4409kc9q88YwU6w,C6_ViNwMNnLHDbbtCwDZuA,Kat,0.8196381983627754,165
8,58yXn5Y4409kc9q88YwU6w,sbfaRkf72cgptd9xKfMgBg,Sheila,0.816319495702834,135
1,58yXn5Y4409kc9q88YwU6w,0FVcoJko1kfZCrJRfssfIA,Jenny,0.8195542235989657,60
0,58yXn5Y4409kc9q88YwU6w,DAT62jCDMV-lW15CDZgyqQ,Briana,0.8205845433696846,700
6,58yXn5Y4409kc9q88YwU6w,Tj-6FX0ZnqHEZYO9iFSD4w,Zebra,0.8121904273732947,208
2,58yXn5Y4409kc9q88YwU6w,beXDLyLcyWPtj32ETL5KqA,Gary,0.8138977433811407,55
1,5aCEquYmXUIsWmpUp1gqxA,BgOKUz5WpkgjtiunyOCB5g,Lester,0.9035379470526966,5
8,5aCEquYmXUIsWmpUp1gqxA,ay4M5J28kBUf0odOQct0BA,Thomas,0.9090380289203588,47
4,5aCEquYmXUIsWmpUp1gqxA,V7BwgPV9st-7coMmHh7rWQ,Isabel,0.8988414848755034,52
9,5aCEquYmXUIsWmpUp1gqxA,S10Q9h_W-MKyog8IdcCNCQ,Bobby,0.9099603291646092,386
3,5aCEquYmXUIsWmpUp1gqxA,WFYg4CL8ZIeeQ-N9m31EOA,Lindsey,0.8985702748676321,135
5,5aCEquYmXUIsWmpUp1gqxA,H1Yv-VKsEa24oxjxdfqC1A,Katie,0.8975007656094955,17
6,5aCEquYmXUIsWmpUp1gqxA,LmJgBc71zZZPeHpEZpx1dA,Seanzor,0.8990361011361543,106
0,5aCEquYmXUIsWmpUp1gqxA,uSMK7y_H2DzRX7WcKXtFgQ,Noel,0.9056209713463309,265
7,5aCEquYmXUIsWmpUp1gqxA,AlXx0P-OhUylep0jNi773g,sarah,0.9023550694368889,236
2,5aCEquYmXUIsWmpUp1gqxA,gV9Y1fHKqnMRExRErIvFag,Eric,0.8975992788918097,163
2,5gbkhlWANGVzQYi_0m3vOQ,4DUt1CkaqkU7Np4jazgkoQ,Valavan,0.8734764661041381,14
0,5gbkhlWANGVzQYi_0m3vOQ,16AEaqqnyHKxBImXSHxLnQ,Lonnie,0.8722251178017553,9
9,5gbkhlWANGVzQYi_0m3vOQ,FhLwbTZeEIS9sdgrggkNUA,Legally Brunette,0.8745320539108273,4
4,5gbkhlWANGVzQYi_0m3vOQ,EJKDihN1gV6XH8AqLcd6Hg,Erica,0.8677327870093889,13
3,5gbkhlWANGVzQYi_0m3vOQ,Zj_6spLG9WWEL1dKg1NtAA,Emily,0.8655712587955557,14
8,5gbkhlWANGVzQYi_0m3vOQ,v-_wEl7yiX_MkmIqPq2BLQ,Jennifer,0.8672940610964394,184
7,5gbkhlWANGVzQYi_0m3vOQ,QLVnh0t3KTD4qNyUc0PDAw,Christine,0.8879028921830404,42
1,5gbkhlWANGVzQYi_0m3vOQ,tE0aznXzQo-JRbHHHoFmfw,Mary,0.8650530046713051,125
6,5gbkhlWANGVzQYi_0m3vOQ,E2NfLvVqxk3Uts0F03kB-g,Lorbutt,0.864464963940815,4
5,5gbkhlWANGVzQYi_0m3vOQ,AhWzruKxZZh6X0BJjukBSw,Alice,0.8769611213227662,22
9,65yB0ydGXOZ_-T6J_GbKfw,KlTLXLm_rnAUkYyvD1pnBA,Richard,0.9597863030217677,175
0,65yB0ydGXOZ_-T6J_GbKfw,4KbUaerUBoiUwZGMHKVFxQ,Shaheed,0.9520078054708659,261
5,65yB0ydGXOZ_-T6J_GbKfw,fAfGwjh5A_ydd0A4ZdGenw,Kent,0.9595877483928582,518
6,65yB0ydGXOZ_-T6J_GbKfw,iwDP-y8NJG3Vem2z242LDg,CalamityJane,0.9598171198922664,89
7,65yB0ydGXOZ_-T6J_GbKfw,nCRPCQE7E1PV83uQrIf7Cw,Jon,0.9607306095856893,345
8,65yB0ydGXOZ_-T6J_GbKfw,YRcaNlwQ6XXPFDXWtuMGdA,Chris,0.9519979406781379,1821
